CASEID,V102,V106,V113
91890244807,0,1,0
91890241406,0,0,0
91890241904,0,3,0
91890241904,0,3,0
91890241910,0,0,0
91890241910,0,0,0
91890241915,0,1,0
91890246507,0,0,0
91890247702,0,1,0
91890244403,0,0,0
91890246104,0,3,0
91890246104,0,3,0
91890248411,0,1,0
91890248413,0,1,0
91890248413,0,1,0
91890240603,0,3,0
91890403002,0,1,0
91890403002,0,1,0
91890402003,0,0,0
91890402003,0,0,0
91890402010,0,1,0
91890402010,0,1,0
91890402601,0,0,0
91890409202,0,1,0
91890406202,0,3,0
91890406202,0,3,0
91890405112,0,1,0
91890405112,0,1,0
91890405112,0,1,0
91890406303,0,0,0
91890403102,0,1,0
91890190103,0,3,0
91890194706,0,1,0
91890193206,0,0,0
91890193206,0,0,0
91890441801,0,1,0
91890446803,0,1,0
91890443404,0,3,0
91890440404,0,1,0
91890440404,0,1,0
91890185502,0,3,0
91890187302,0,1,1
91890182802,0,0,0
91890182802,0,0,0
91890186904,0,0,0
91890186904,0,0,0
91890186811,0,2,0
91890276802,0,1,0
91890276802,0,1,0
91890276307,0,3,1
91890275302,0,3,0
91890274303,0,0,0
91890274303,0,0,0
91890276702,0,1,0
91890378204,0,0,0
91890378204,0,0,0
91890374206,0,1,0
91890374206,0,1,0
91890374206,0,1,0
91890371403,0,1,0
91890371403,0,1,0
91890377703,0,0,0
91890373702,0,0,0
91890377304,0,3,0
91890377304,0,3,0
91890377304,0,3,0
91890374803,0,3,0
91890372905,0,3,0
91890372907,0,1,0
91890376102,0,1,0
91890378402,0,1,0
91890378402,0,1,0
91890281303,0,3,0
91890281303,0,3,0
91890281310,0,1,0
91890281902,0,3,0
91890289202,0,1,0
91890289202,0,1,0
91890281801,0,3,0
91890281801,0,3,0
91890289403,0,1,0
91890283302,0,2,0
91890382302,0,3,0
91890382302,0,3,0
91890380301,0,2,0
91890386104,0,1,1
91890389102,0,0,0
91890210103,0,1,0
91890219302,0,1,0
91890219302,0,1,0
91890214302,0,1,0
91890212406,0,2,0
91890212412,0,1,0
91890212412,0,1,0
91890215902,0,0,0
91890215902,0,0,0
91890215902,0,0,0
91890212108,0,1,0
91890213602,0,1,0
91890213602,0,1,0
91890213801,0,3,0
91890211502,0,3,0
91890218001,0,0,0
91890018703,0,1,0
91890018703,0,1,0
91890016402,0,1,0
91890010104,0,0,0
91890013602,0,3,0
91890014509,0,3,0
91890014509,0,3,0
91890014514,0,1,0
91890014514,0,1,0
91890014514,0,1,0
91890014402,0,1,0
91890014402,0,1,0
91890015003,0,0,0
91890367402,0,3,0
91890364205,0,0,0
91890364205,0,0,0
91890364209,0,1,0
91890368502,0,3,0
91890368502,0,3,0
91890368304,0,2,0
91890365305,0,1,0
91890365305,0,1,0
91890367704,0,0,0
91890366002,0,3,0
91890369204,0,3,0
91890040502,0,1,0
91890040703,0,1,0
91890040802,0,3,0
91890040802,0,3,0
91890049902,0,3,0
91890049902,0,3,0
91890049902,0,3,0
91890043702,0,3,0
91890043702,0,3,0
91890049304,0,1,0
91890043304,0,1,0
91890043304,0,1,0
91890041304,0,1,0
91890041304,0,1,0
91890045504,0,1,0
91890045504,0,1,0
91890168402,1,2,0
91890168402,1,2,0
91890263602,1,1,0
91890263602,1,1,0
91890263302,1,3,0
91890263302,1,3,0
91890263203,1,2,0
91890263203,1,2,0
91890268102,1,1,0
91890268102,1,1,0
91890266502,1,1,0
91890266502,1,1,0
91900148302,0,3,0
91900148302,0,3,0
91900141902,0,3,0
91900143702,0,1,0
91900143504,0,0,0
91900143504,0,0,0
91900143509,0,1,0
91900143509,0,1,0
91900140703,0,3,0
91900140703,0,3,0
91900140707,0,3,0
91900140707,0,3,0
91900142202,0,1,0
91900148002,0,3,0
91900148002,0,3,0
91900148006,0,1,0
91900148009,0,1,0
91900146202,0,0,1
91900142107,0,0,0
91900149303,0,1,0
91900322202,0,1,0
91900326801,0,3,0
91900322603,0,1,0
91900328602,0,2,0
91900067805,0,1,0
91900067805,0,1,0
91900068604,0,1,0
91900062701,0,1,0
91900062701,0,1,0
91900065402,0,1,0
91900066702,0,3,0
91900069004,0,1,0
91900069004,0,1,0
91900069502,0,1,0
91900069502,0,1,0
91900069502,0,1,0
91900069502,0,1,0
91900345703,0,1,0
91900345303,0,1,0
91900345305,0,1,0
91900348503,0,2,0
91900343305,0,1,0
91900343307,0,1,0
91900342904,0,1,0
91900340802,0,3,0
91900340802,0,3,0
91900340802,0,3,0
91900343104,0,1,0
91900312804,0,1,0
91900311701,0,2,0
91900314810,0,2,0
91900314810,0,2,0
91900312604,0,1,1
91900318504,0,1,0
91900314504,0,1,0
91900316604,0,1,0
91900312904,0,1,1
91900106604,0,1,0
91900106604,0,1,0
91900105105,0,2,0
91900100904,0,2,0
91900101402,0,1,0
91900101402,0,1,0
91900106704,0,1,0
91900104303,0,2,0
91900107107,0,1,0
91900103204,0,2,0
91900431302,0,1,0
91900431302,0,1,0
91900437803,0,2,0
91900435304,0,2,0
91900435304,0,2,0
91900435307,0,2,0
91900430306,0,1,0
91900430308,0,1,0
91900430703,0,1,0
91900337907,0,1,1
91900339104,0,1,0
91900027402,0,3,0
91900027305,0,0,0
91900027305,0,0,0
91900029608,0,0,0
91900023302,0,1,0
91900025002,0,0,0
91900021702,0,1,0
91900021702,0,1,0
91900020202,0,2,0
91900020202,0,2,0
91900020402,0,3,0
91900028403,0,2,0
91900223001,0,3,0
91900221602,0,1,0
91900221602,0,1,0
91900222206,0,3,0
91900222206,0,3,0
91900085002,0,1,0
91900084506,0,0,0
91900084510,0,1,0
91900081507,0,1,0
91900082102,0,1,0
91900081404,0,0,0
91900081404,0,0,0
91900089204,0,1,0
91900082902,0,1,0
91900079504,0,1,0
91900075302,0,1,0
91900073002,0,1,0
91900078004,0,1,0
91900078004,0,1,0
91900074502,0,1,0
91900074502,0,1,0
91900394202,0,1,0
91900394202,0,1,0
91900395904,0,2,0
91900395904,0,2,0
91900398203,0,1,0
91900396304,0,1,0
91900396704,0,1,0
91900396704,0,1,0
91900296103,0,1,0
91900294403,0,3,0
91900294403,0,3,0
91900293903,0,1,0
91900293903,0,1,0
91900293903,0,1,0
91900296306,0,0,0
91900296310,0,1,0
91900296310,0,1,0
91900290803,0,1,0
91900290803,0,1,0
91900295506,0,3,0
91900295506,0,3,0
91900297802,0,1,0
91900297802,0,1,0
91900052405,0,1,0
91900053209,0,1,0
91900053209,0,1,0
91900051802,0,3,0
91900051802,0,3,0
91900056902,0,3,0
91900056904,0,3,0
91900057405,0,1,0
91900051902,0,2,0
91900051902,0,2,0
91900050804,0,1,0
91900059402,0,1,0
91900054706,0,1,0
91900239004,0,3,0
91900239206,0,2,0
91900239206,0,2,0
91900238004,0,1,0
91900231704,0,0,0
91900231708,0,2,0
91900233103,0,2,0
91900233103,0,2,0
91900176507,0,2,0
91900176507,0,2,0
91900176512,0,1,0
91900173801,0,0,0
91900175301,0,3,0
91900175305,0,3,0
91900170605,0,1,0
91900170605,0,1,0
91900172804,0,2,1
91900172804,0,2,1
91900122502,0,1,0
91900122502,0,1,0
91900126103,0,3,0
91900126103,0,3,0
91900127402,0,2,0
91900128503,0,2,0
91900131401,0,1,0
91900135502,0,1,0
91900133302,0,3,0
91900139304,0,3,0
91900137502,0,1,0
91900135102,0,1,0
91900155904,0,2,0
91900151807,0,1,0
91900151807,0,1,0
91900153403,0,2,0
91900153403,0,2,0
91900157302,0,1,0
91900353802,0,0,1
91900353802,0,0,1
91900352307,0,1,0
91900032501,0,1,0
91900033206,0,2,0
91900035406,0,2,0
91900035303,0,3,0
91900036402,0,1,0
91900036402,0,1,0
91900036903,0,2,0
91900035807,0,1,0
91900035807,0,1,0
91900092002,0,3,0
91900095804,0,0,0
91900099307,0,0,0
91900093202,0,1,0
91900098002,0,3,0
91900098002,0,3,0
91900094301,0,3,0
91900094301,0,3,0
91900091604,0,2,0
91900091604,0,2,0
91900099404,0,2,0
91900456602,0,1,0
91900458207,0,1,0
91900309403,0,1,0
91900305603,0,1,0
91900305603,0,1,0
91900305114,0,2,1
91900303603,0,2,0
91900303402,0,3,0
91900303402,0,3,0
91900303402,0,3,0
91900309802,0,0,0
91900306105,0,2,0
91900309502,0,1,0
91900309502,0,1,0
91900113005,0,2,0
91900113005,0,2,0
91900115702,0,1,0
91900111402,0,1,0
91900117302,0,2,0
91900117302,0,2,0
91900110402,0,2,0
91900421608,0,1,0
91900421608,0,1,0
91900425211,0,2,0
91900429604,0,2,0
91900429604,0,2,0
91900428709,0,1,0
91900428712,0,1,0
91900429403,0,1,0
91900429403,0,1,0
91900255504,0,1,1
91900257701,0,3,0
91900252502,0,3,0
91900251403,0,1,0
91900259305,0,1,0
91900253302,0,3,0
91900255203,0,3,0
91900257602,0,3,0
91900256301,0,3,0
91900411902,0,1,0
91900415102,0,1,0
91900413704,0,1,0
91900413704,0,1,0
91900410504,0,1,0
91900410602,0,1,0
91900410602,0,1,0
91900414005,0,1,0
91900414008,0,2,0
91900416903,0,2,0
91900411602,0,1,0
91900410402,0,1,0
91900419201,0,1,0
91900202301,0,1,0
91900202301,0,1,0
91900205502,0,1,0
91900204408,0,1,0
91900208703,0,1,0
91900245902,0,1,1
91900240502,0,3,0
91900240502,0,3,0
91900244407,0,1,0
91900248605,0,1,0
91900407207,0,2,0
91900402602,0,3,0
91900400906,0,1,1
91900400906,0,1,1
91900406304,0,2,0
91900407704,0,2,0
91900403402,0,1,0
91900190107,0,3,0
91900190107,0,3,0
91900192404,0,2,0
91900199104,0,2,1
91900198003,0,2,0
91900199302,0,1,0
91900199302,0,1,0
91900197903,0,1,0
91900199703,0,0,0
91900197704,0,0,0
91900447802,0,3,0
91900447003,0,1,0
91900442105,0,1,0
91900442105,0,1,0
91900441803,0,0,0
91900441302,0,3,0
91900446802,0,1,0
91900442204,0,1,0
91900448202,0,1,0
91900443404,0,1,0
91900443404,0,1,0
91900445904,0,1,0
91900441102,0,2,0
91900446002,0,3,0
91900446002,0,3,0
91900449404,0,1,0
91900449404,0,1,0
91900189404,0,2,0
91900188702,0,3,0
91900189607,0,1,1
91900189607,0,1,1
91900189611,0,1,1
91900189611,0,1,1
91900181004,0,2,0
91900181008,0,2,0
91900186908,0,1,0
91900186910,0,1,0
91900276803,0,1,0
91900271604,0,2,0
91900271608,0,2,0
91900270404,0,1,0
91900270404,0,1,0
91900270408,0,0,0
91900271405,0,1,0
91900273403,0,1,0
91900277404,0,1,0
91900279602,0,2,0
91900378207,0,1,0
91900371002,0,1,0
91900371005,0,1,0
91900371005,0,1,0
91900377705,0,1,0
91900377705,0,1,0
91900379302,0,1,0
91900374801,0,3,0
91900374801,0,3,0
91900374801,0,3,0
91900370104,0,1,0
91900370104,0,1,0
91900377205,0,1,0
91900372106,0,1,0
91900281903,0,1,0
91900285402,0,3,0
91900287702,0,3,0
91900283304,0,0,0
91900283311,0,1,0
91900381206,0,1,0
91900386108,0,1,0
91900387403,0,1,0
91900383402,0,2,0
91900383402,0,2,0
91900383402,0,2,0
91900381003,0,1,0
91900381003,0,1,0
91900381007,0,1,0
91900381007,0,1,0
91900381010,0,2,0
91900384704,0,3,0
91900385704,0,1,0
91900214903,0,3,0
91900216504,0,1,0
91900218402,0,2,0
91900218402,0,2,0
91900212108,0,1,0
91900212108,0,1,0
91900213804,0,1,0
91900213808,0,2,0
91900213808,0,2,0
91900219902,0,0,0
91900219902,0,0,0
91900019504,1,3,0
91900019504,1,3,0
91900013603,1,1,0
91900013603,1,1,0
91900015002,1,3,0
91900363402,1,2,0
91900364202,1,2,0
91900365003,1,2,0
91900365003,1,2,0
91900368304,1,1,1
91900365804,1,3,0
91900369008,1,2,1
91900364404,1,3,0
91900364408,1,1,0
91900364412,1,3,0
91900363504,1,0,0
91900369202,1,1,1
91900046104,1,2,0
91900048502,1,2,0
91900048806,1,2,0
91900048809,1,1,0
91900040703,1,1,0
91900041001,1,1,0
91900041004,1,2,0
91900043704,1,1,0
91900043302,1,1,0
91900041302,1,1,1
91900046302,1,2,0
91900046302,1,2,0
91900046308,1,1,0
91900046308,1,1,0
91900046003,1,1,0
91900167508,1,2,0
91900167508,1,2,0
91900163501,1,1,1
91900162904,1,1,1
91900160809,1,0,0
91900162802,1,3,0
91900162802,1,3,0
91900160202,1,1,1
91900168806,1,3,1
91900168806,1,3,1
91900168806,1,3,1
91900167304,1,2,1
91900263603,1,2,0
91900260502,1,3,0
91900267002,1,2,1
91900267303,1,1,0
91900261302,1,3,0
91910140506,0,2,0
91910140506,0,2,0
91910144507,0,0,0
91910147502,0,3,0
91910143502,0,3,0
91910145702,0,2,0
91910145702,0,2,0
91910142203,0,2,0
91910142203,0,2,0
91910148004,0,1,0
91910149302,0,0,0
91910149306,0,1,0
91910321603,0,1,0
91910325703,0,1,0
91910325703,0,1,0
91910327903,0,0,0
91910328603,0,0,0
91910328603,0,0,0
91910328603,0,0,0
91910325104,0,1,0
91910328504,0,3,0
91910322004,0,0,0
91910327502,0,2,0
91910067803,0,1,0
91910063107,0,0,0
91910065003,0,1,0
91910065008,0,2,0
91910060202,0,2,0
91910062604,0,1,0
91910062604,0,1,0
91910069202,0,3,0
91910069202,0,3,0
91910346502,0,1,0
91910346502,0,1,0
91910345304,0,2,0
91910343104,0,1,0
91910343903,0,1,0
91910340302,0,2,0
91910340305,0,1,0
91910312808,0,0,0
91910318602,0,3,0
91910315404,0,1,0
91910315408,0,2,0
91910319803,0,2,0
91910319803,0,2,0
91910101003,0,1,0
91910101008,0,1,0
91910101008,0,1,0
91910104704,0,2,0
91910104704,0,2,0
91910106704,0,1,0
91910102803,0,1,0
91910104502,0,2,0
91910432702,0,2,0
91910434901,0,1,0
91910437202,0,1,0
91910437202,0,1,0
91910435304,0,1,0
91910430304,0,1,0
91910430304,0,1,0
91910430703,0,1,0
91910433504,0,2,0
91910331402,0,2,0
91910334802,0,0,0
91910337107,0,2,0
91910337907,0,1,0
91910337910,0,1,0
91910337912,0,1,0
91910337912,0,1,0
91910337004,0,1,0
91910337006,0,1,0
91910337006,0,1,0
91910334403,0,2,0
91910027402,0,1,0
91910027304,0,1,0
91910021507,0,2,0
91910023408,0,0,0
91910023408,0,0,0
91910023408,0,0,0
91910025307,0,3,0
91910025312,0,1,0
91910029503,0,1,0
91910020402,0,1,1
91910229507,0,2,0
91910227305,0,1,0
91910229604,0,1,0
91910226604,0,1,0
91910226604,0,1,0
91910221603,0,1,0
91910087503,0,1,0
91910081502,0,2,0
91910085204,0,1,0
91910084004,0,3,0
91910084004,0,3,0
91910084004,0,3,0
91910089802,0,2,0
91910089802,0,2,0
91910086204,0,3,0
91910087103,0,3,0
91910089004,0,2,0
91910089004,0,2,0
91910076201,0,0,0
91910076201,0,0,0
91910074604,0,1,0
91910074406,0,1,0
91910076403,0,1,0
91910078302,0,1,0
91910078302,0,1,0
91910073902,0,1,0
91910073902,0,1,0
91910079803,0,1,0
91910078002,0,3,0
91910073204,0,2,0
91910392703,0,3,0
91910392703,0,3,0
91910392703,0,3,0
91910394602,0,1,0
91910394602,0,1,0
91910294403,0,2,0
91910294403,0,2,0
91910294403,0,2,0
91910291904,0,1,0
91910290602,0,0,0
91910290602,0,0,0
91910290602,0,0,0
91910292004,0,2,0
91910295503,0,1,0
91910295503,0,1,0
91910298808,0,1,0
91910297809,0,1,0
91910290110,0,1,0
91910057303,0,1,0
91910056203,0,3,0
91910056203,0,3,0
91910054704,0,1,0
91910231102,0,2,0
91910239103,0,2,0
91910233902,0,2,0
91910236806,0,1,0
91910236806,0,1,0
91910231308,0,2,0
91910231308,0,2,0
91910238011,0,2,0
91910238011,0,2,0
91910238303,0,1,0
91910231705,0,1,0
91910233101,0,1,0
91910230604,0,2,0
91910230604,0,2,0
91910177304,0,1,0
91910177309,0,1,0
91910177309,0,1,0
91910176503,0,0,0
91910173803,0,1,1
91910179302,0,0,0
91910179302,0,0,0
91910177703,0,2,0
91910175302,0,3,0
91910174203,0,1,0
91910122508,0,1,0
91910124102,0,1,0
91910131303,0,2,0
91910133504,0,0,0
91910135502,0,1,0
91910136412,0,0,0
91910134403,0,1,0
91910134403,0,1,0
91910134403,0,1,0
91910133105,0,1,0
91910133105,0,1,0
91910134904,0,1,0
91910155904,0,2,0
91910151802,0,2,0
91910151101,0,1,0
91910154104,0,3,0
91910157404,0,2,0
91910157404,0,2,0
91910153104,0,1,0
91910153110,0,1,0
91910153110,0,1,0
91910153110,0,1,0
91910153903,0,3,0
91910157810,0,1,0
91910151303,0,2,0
91910151303,0,2,0
91910157702,0,2,0
91910157705,0,2,0
91910157705,0,2,0
91910356004,0,3,0
91910356010,0,1,0
91910356014,0,1,0
91910356404,0,3,0
91910354201,0,1,0
91910352803,0,2,0
91910354504,0,1,0
91910354513,0,1,0
91910354513,0,1,0
91910354517,0,1,0
91910354517,0,1,0
91910351407,0,1,0
91910353806,0,1,0
91910353806,0,1,0
91910353806,0,1,0
91910356203,0,2,0
91910356203,0,2,0
91910359405,0,2,0
91910033302,0,1,0
91910033305,0,2,0
91910031603,0,2,0
91910033507,0,1,0
91910036902,0,0,0
91910036902,0,0,0
91910092002,0,1,0
91910092002,0,1,0
91910092002,0,1,0
91910097509,0,1,0
91910097509,0,1,0
91910090903,0,1,0
91910092703,0,1,0
91910094103,0,1,0
91910094103,0,1,0
91910099304,0,2,0
91910099304,0,2,0
91910099304,0,2,0
91910094403,0,1,0
91910092807,0,2,0
91910095904,0,3,0
91910099403,0,2,0
91910097304,0,2,0
91910455803,0,1,0
91910455803,0,1,0
91910456503,0,2,0
91910456503,0,2,0
91910456203,0,3,0
91910453403,0,2,0
91910457503,0,1,0
91910457503,0,1,0
91910457508,0,1,0
91910459503,0,1,0
91910458906,0,1,0
91910454601,0,1,0
91910454504,0,1,0
91910454508,0,2,0
91910454512,0,2,0
91910454512,0,2,0
91910454512,0,2,0
91910301903,0,1,0
91910308402,0,2,0
91910303102,0,2,0
91910302008,0,1,0
91910303403,0,1,0
91910305903,0,1,0
91910305204,0,2,0
91910305204,0,2,0
91910306104,0,0,0
91910306302,0,3,0
91910110704,0,0,0
91910119703,0,2,0
91910119703,0,2,0
91910116604,0,1,0
91910116604,0,1,0
91910110803,0,3,0
91910112403,0,3,0
91910117801,0,3,0
91910426805,0,2,0
91910420402,0,1,0
91910420402,0,1,0
91910424403,0,3,0
91910422602,0,0,0
91910426203,0,1,0
91910425308,0,2,0
91910428701,0,1,0
91910254807,0,2,0
91910257701,0,1,0
91910257701,0,1,0
91910254202,0,2,0
91910254202,0,2,0
91910255203,0,3,0
91910256903,0,2,0
91910256903,0,2,0
91910257601,0,1,0
91910257601,0,1,0
91910252302,0,3,0
91910410402,0,1,0
91910200204,0,2,0
91910200204,0,2,0
91910209404,0,2,0
91910209404,0,2,0
91910207303,0,2,0
91910204903,0,1,0
91910204907,0,1,0
91910204907,0,1,0
91910241708,0,1,0
91910241708,0,1,0
91910240104,0,1,0
91910245101,0,0,0
91910241406,0,1,0
91910241904,0,1,0
91910241904,0,1,0
91910244607,0,1,0
91910244607,0,1,0
91910240607,0,1,0
91910400410,0,2,0
91910409204,0,1,0
91910403801,0,1,0
91910403801,0,1,0
91910403801,0,1,0
91910400903,0,3,0
91910190104,0,2,0
91910192501,0,0,0
91910197903,0,3,0
91910197202,0,1,0
91910199703,0,1,0
91910194408,0,1,0
91910197704,0,1,0
91910197704,0,1,0
91910441803,0,3,0
91910441803,0,3,0
91910445402,0,0,0
91910445103,0,3,0
91910448602,0,1,0
91910442203,0,1,0
91910443202,0,0,0
91910443202,0,0,0
91910440404,0,1,0
91910440404,0,1,0
91910441104,0,1,0
91910441104,0,1,0
91910446002,0,1,0
91910189403,0,0,0
91910189403,0,0,0
91910188702,0,1,0
91910180111,0,2,0
91910180111,0,2,0
91910181008,0,2,0
91910186406,0,1,0
91910187803,0,1,0
91910187803,0,1,0
91910187808,0,1,0
91910183103,0,1,0
91910183103,0,1,0
91910271203,0,2,0
91910276802,0,1,0
91910276302,0,0,0
91910275604,0,1,0
91910275604,0,1,0
91910275604,0,1,0
91910275609,0,1,0
91910275310,0,2,0
91910275313,0,1,0
91910272108,0,1,0
91910273404,0,2,0
91910279903,0,1,0
91910279903,0,1,0
91910373907,0,2,0
91910373703,0,1,0
91910373108,0,2,0
91910370105,0,1,0
91910371504,0,1,0
91910282604,0,2,0
91910282604,0,2,0
91910285602,0,1,0
91910281303,0,2,0
91910281902,0,2,0
91910283504,0,1,0
91910288402,0,1,0
91910281002,0,0,0
91910382302,0,2,0
91910382302,0,2,0
91910382302,0,2,0
91910382307,0,2,0
91910382307,0,2,0
91910380204,0,1,0
91910380207,0,1,0
91910380704,0,1,0
91910385703,0,2,0
91910385703,0,2,0
91910385707,0,2,0
91910211104,0,2,0
91910212401,0,1,0
91910212401,0,1,0
91910215903,0,2,0
91910213806,0,2,0
91910019503,0,1,0
91910010103,0,1,0
91910010103,0,1,0
91910012202,0,1,0
91910013605,0,1,0
91910011703,0,1,0
91910011705,0,1,0
91910014408,0,1,0
91910015901,0,1,0
91910015901,0,1,0
91910018202,0,1,0
91910367405,1,1,0
91910363402,1,0,1
91910364207,1,0,0
91910368502,1,0,0
91910365002,1,0,1
91910367702,1,0,1
91910046102,1,1,0
91910048802,1,1,1
91910048802,1,1,1
91910047912,1,2,0
91910047912,1,2,0
91910043313,1,1,0
91910043313,1,1,0
91910041310,1,2,0
91910045504,1,1,0
91910044504,1,2,1
91910044504,1,2,1
91910044504,1,2,1
91910044509,1,1,1
91910044509,1,1,1
91910044509,1,1,1
91910044509,1,1,1
91910160805,1,3,0
91910160809,1,1,0
91910160202,1,3,1
91910163402,1,1,1
91910163604,1,3,0
91910163609,1,3,0
91910163609,1,3,0
91910163609,1,3,0
91910163615,1,3,0
91910163618,1,1,0
91910163904,1,2,0
91910163904,1,2,0
91910163909,1,2,0
91910269802,1,3,0
91910267004,1,2,0
91910262402,1,1,0
91920148302,0,3,0
91920148307,0,3,0
91920143403,0,1,0
91920143406,0,2,0
91920140101,0,3,0
91920141904,0,1,0
91920143713,0,1,0
91920143504,0,2,0
91920141602,0,3,0
91920145804,0,1,0
91920145804,0,1,0
91920149302,0,1,0
91920325703,0,3,1
91920325703,0,3,1
91920322201,0,3,0
91920329804,0,1,0
91920327904,0,1,0
91920327904,0,1,0
91920325302,0,1,0
91920323302,0,3,0
91920323302,0,3,0
91920323302,0,3,0
91920323307,0,3,0
91920067804,0,3,0
91920069003,0,1,0
91920066603,0,3,0
91920346502,0,1,0
91920345303,0,1,0
91920340704,0,3,0
91920340704,0,3,0
91920343302,0,3,0
91920346202,0,2,0
91920348011,0,2,0
91920348016,0,2,0
91920340803,0,1,0
91920340803,0,1,0
91920343102,0,1,0
91920312002,0,3,0
91920312002,0,3,0
91920312002,0,3,0
91920312002,0,3,0
91920318601,0,3,0
91920314503,0,0,0
91920317301,0,1,0
91920312902,0,1,0
91920312902,0,1,0
91920316104,0,2,0
91920313103,0,3,0
91920313905,0,3,0
91920109704,0,2,0
91920109704,0,2,0
91920101004,0,1,0
91920104202,0,2,0
91920432712,0,2,0
91920435302,0,1,0
91920434208,0,2,0
91920430704,0,2,0
91920438106,0,1,0
91920436708,0,1,0
91920436708,0,1,0
91920336504,0,1,0
91920336508,0,2,0
91920333403,0,1,0
91920338809,0,1,0
91920337102,0,3,0
91920331103,0,1,0
91920337903,0,3,0
91920337603,0,3,0
91920020103,0,2,0
91920020603,0,0,0
91920020603,0,0,0
91920027303,0,2,0
91920027303,0,2,0
91920021502,0,1,0
91920029602,0,2,0
91920027605,0,2,0
91920023403,0,3,0
91920021703,0,2,0
91920224602,0,0,0
91920224602,0,0,0
91920225502,0,2,0
91920226602,0,2,0
91920226602,0,2,0
91920221603,0,2,0
91920222208,0,1,0
91920087504,0,3,0
91920089903,0,1,0
91920085203,0,2,0
91920084002,0,3,0
91920081403,0,1,0
91920081403,0,1,0
91920086202,0,3,0
91920086202,0,3,0
91920087102,0,0,0
91920081304,0,1,0
91920089010,0,2,0
91920076202,0,3,0
91920079502,0,1,0
91920074602,0,1,0
91920074403,0,1,0
91920073102,0,1,0
91920073204,0,1,0
91920396901,0,1,0
91920399204,0,1,0
91920399204,0,1,0
91920391404,0,3,0
91920392702,0,1,0
91920392702,0,1,0
91920392702,0,1,0
91920392102,0,1,0
91920398303,0,1,0
91920296102,0,3,0
91920293903,0,3,0
91920293903,0,3,0
91920291903,0,2,0
91920290603,0,1,0
91920299810,0,0,0
91920298802,0,1,0
91920298802,0,1,0
91920058502,0,2,0
91920054002,0,3,0
91920050809,0,2,0
91920059403,0,2,0
91920059403,0,2,0
91920056802,0,1,0
91920236207,0,1,0
91920231404,0,1,0
91920231404,0,1,0
91920238003,0,1,0
91920238003,0,1,0
91920231203,0,2,0
91920230608,0,1,0
91920179702,0,1,0
91920179702,0,1,0
91920177303,0,2,0
91920177303,0,2,0
91920176508,0,1,0
91920179302,0,3,0
91920177704,0,1,0
91920173108,0,3,0
91920178304,0,2,0
91920178304,0,2,0
91920178304,0,2,0
91920178311,0,3,0
91920178311,0,3,0
91920175304,0,1,0
91920175304,0,1,0
91920179202,0,3,0
91920171904,0,1,0
91920174704,0,1,0
91920174709,0,2,0
91920174709,0,2,0
91920172601,0,3,0
91920172601,0,3,0
91920172601,0,3,0
91920172805,0,3,0
91920128401,0,1,0
91920124304,0,1,0
91920123704,0,1,0
91920123708,0,2,0
91920126710,0,2,0
91920126710,0,2,0
91920126103,0,1,0
91920129304,0,1,0
91920129304,0,1,0
91920124104,0,2,0
91920137102,0,3,0
91920137102,0,3,0
91920133504,0,2,0
91920133504,0,2,0
91920131102,0,2,0
91920136404,0,1,0
91920133302,0,1,0
91920135103,0,2,0
91920153104,0,1,0
91920357902,0,1,0
91920357902,0,1,0
91920354505,0,1,0
91920351506,0,2,0
91920356902,0,1,0
91920353803,0,2,0
91920353803,0,2,0
91920353807,0,1,0
91920032501,0,1,0
91920033201,0,3,0
91920031904,0,2,0
91920035304,0,0,0
91920036904,0,1,0
91920099502,0,0,0
91920099502,0,0,0
91920093110,0,3,0
91920090404,0,2,0
91920098504,0,2,0
91920098004,0,2,0
91920094302,0,2,0
91920450703,0,1,0
91920455802,0,3,0
91920451703,0,2,0
91920456201,0,1,0
91920456201,0,1,0
91920456201,0,1,0
91920454602,0,1,0
91920454602,0,1,0
91920305104,0,2,0
91920305104,0,2,0
91920305110,0,2,0
91920305110,0,2,0
91920305902,0,3,0
91920116603,0,2,0
91920118604,0,2,0
91920117807,0,3,0
91920117301,0,3,0
91920115404,0,0,0
91920422604,0,1,0
91920420702,0,2,0
91920429502,0,3,0
91920421704,0,2,0
91920254802,0,2,1
91920259302,0,2,0
91920256902,0,2,0
91920256302,0,1,0
91920256302,0,1,0
91920256302,0,1,0
91920252301,0,1,0
91920252301,0,1,0
91920411904,0,1,0
91920410504,0,1,0
91920415303,0,2,0
91920412803,0,1,0
91920208302,0,2,0
91920208302,0,2,0
91920202702,0,3,0
91920200205,0,1,0
91920201004,0,2,1
91920200403,0,1,0
91920200403,0,1,0
91920245902,0,1,0
91920245902,0,1,0
91920244803,0,2,0
91920244803,0,2,0
91920240103,0,2,0
91920240103,0,2,0
91920246502,0,2,0
91920244406,0,1,0
91920244406,0,1,0
91920245402,0,2,0
91920403003,0,1,0
91920403003,0,1,0
91920407204,0,3,0
91920402003,0,2,0
91920402007,0,2,0
91920402007,0,2,0
91920402007,0,2,0
91920404104,0,1,0
91920194704,0,1,0
91920194704,0,1,0
91920192405,0,1,0
91920191902,0,1,0
91920190403,0,1,0
91920199302,0,1,0
91920197603,0,2,0
91920197704,0,3,0
91920194203,0,2,0
91920447802,0,1,0
91920447802,0,1,0
91920447802,0,1,0
91920441302,0,3,0
91920441302,0,3,0
91920441302,0,3,0
