CASEID,V102,V106,V113
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,1,1,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,0,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,2,0
183000000000,1,0,0
183000000000,1,1,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,2,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,2,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,0,1
183000000000,0,0,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,1
183000000000,0,0,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,1,2,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,2,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,2,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,1
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,1,0,0
183000000000,1,3,0
183000000000,1,0,0
183000000000,1,0,0
183000000000,1,3,0
183000000000,1,3,0
183000000000,1,3,0
183000000000,1,0,0
183000000000,1,3,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,0,0
183000000000,1,1,0
183000000000,1,1,0
183000000000,1,2,1
183000000000,1,1,0
183000000000,1,2,1
183000000000,1,1,0
183000000000,1,2,1
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,2,0
183000000000,0,2,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,1
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,1
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,1
183000000000,0,1,1
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,1
183000000000,0,3,1
183000000000,0,3,1
183000000000,0,3,0
183000000000,0,0,1
183000000000,0,3,1
183000000000,0,3,1
183000000000,0,3,1
183000000000,0,1,1
183000000000,0,3,1
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,1
183000000000,0,1,1
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,1
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,2,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,0,0,0
183000000000,0,0,0
183000000000,0,1,0
183000000000,0,1,0
183000000000,0,3,0
183000000000,1,2,0
183000000000,1,2,0
183000000000,1,1,0
183000000000,1,1,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,3,0
188000000000,0,0,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,0,0
188000000000,0,2,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,2,0
188000000000,0,2,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,3,0
188000000000,0,0,0
188000000000,0,1,0
188000000000,0,1,0
188000000000,0,3,0
188000000000,0,0,0
188000000000,0,3,0
188000000000,0,1,0
188000000000,0,1,0
